Date,Open,High,Low,Close,Volume2025-01-02,111.31999969482422,114.1500015258789,109.80000305175781,111.79000091552734,4687300
2025-01-03,112.4800033569336,115.4800033569336,112.19999694824219,115.19999694824219,5051100
2025-01-06,117.69999694824219,119.52999877929688,117.16999816894531,118.9800033569336,10098200
2025-01-07,119.69000244140625,120.27999877929688,114.62000274658203,115.29000091552734,6768700
2025-01-08,115.1500015258789,116.2699966430664,113.44999694824219,115.51000213623047,5374300
2025-01-10,115.25,116.08000183105469,112.6500015258789,114.33999633789062,5374900
2025-01-13,110.11000061035156,113.05999755859375,109.09200286865234,112.63999938964844,5380300
2025-01-14,114.61000061035156,115.19999694824219,112.77999877929688,114.91000366210938,6419500
2025-01-15,116.47000122070312,117.25,115.06999969482422,116.0999984741211,7187900
2025-01-16,117.31999969482422,119.88999938964844,116.37999725341797,118.12999725341797,6224700
2025-01-17,119.9000015258789,120.9800033569336,118.69000244140625,119.94999694824219,5812900
2025-01-21,121.55999755859375,121.91999816894531,119.5,121.5,6366600
2025-01-22,126.18000030517578,131.1790008544922,125.19999694824219,129.82000732421875,9751400
2025-01-23,128.33999633789062,129.25999450683594,126.72000122070312,129.1199951171875,5866800
2025-01-24,133.30999755859375,133.5749969482422,128.39999389648438,129.1699981689453,7969100
2025-01-27,109.62000274658203,112.2699966430664,97.68000030517578,100.30000305175781,33282600
2025-01-28,105.0199966430664,106.69999694824219,99.68000030517578,106.54000091552734,20683600
2025-01-29,107.37999725341797,110.44999694824219,106.62000274658203,107.83999633789062,13131700
2025-01-30,114.7699966430664,116.98999786376953,112.3499984741211,113.86000061035156,12583800
2025-01-31,115.4000015258789,118.33999633789062,113.31099700927734,115.2300033569336,10358900
2025-02-03,109.66999816894531,113.69999694824219,108.80000305175781,111.5,10210900
2025-02-04,113.0,113.0999984741211,109.04000091552734,112.31999969482422,6112800
2025-02-05,114.7249984741211,115.88999938964844,112.93000030517578,115.48999786376953,6427400
2025-02-06,116.87999725341797,117.22000122070312,113.97000122070312,115.2699966430664,5434100
2025-02-07,116.8499984741211,120.31999969482422,116.51000213623047,118.47000122070312,8744100
2025-02-10,120.0,121.01000213623047,118.6729965209961,120.2300033569336,5122500
2025-02-11,117.9000015258789,119.29000091552734,115.66999816894531,116.83999633789062,5748800
2025-02-12,111.83999633789062,114.04000091552734,108.9000015258789,109.63999938964844,13595100
2025-02-13,109.72000122070312,111.47000122070312,108.6500015258789,109.75,9614200
2025-02-14,109.05000305175781,109.05000305175781,106.31999969482422,106.87000274658203,12230800
2025-02-18,109.0999984741211,112.12000274658203,108.25,111.05999755859375,20867700
2025-02-19,104.5,105.87000274658203,101.62000274658203,103.91999816894531,24011900
2025-02-20,104.69999694824219,104.91000366210938,99.81999969482422,103.4000015258789,11659600
2025-02-21,104.18000030517578,104.5999984741211,98.16999816894531,98.30000305175781,13999600
2025-02-24,94.05000305175781,98.10700225830078,91.6500015258789,92.69000244140625,23489800
2025-02-25,90.05999755859375,93.5999984741211,89.3499984741211,92.87999725341797,17287300
2025-02-26,95.75499725341797,97.73999786376953,94.52999877929688,96.37999725341797,11252900
2025-02-27,97.93000030517578,98.08999633789062,91.38999938964844,91.56999969482422,11570000
2025-02-28,90.97000122070312,93.18000030517578,90.3499984741211,93.05000305175781,12439400
2025-03-03,93.06999969482422,93.06999969482422,84.8499984741211,86.01000213623047,14681200
2025-03-04,82.72000122070312,86.94999694824219,81.44999694824219,85.5199966430664,17937700
2025-03-05,87.19000244140625,88.38999938964844,85.37000274658203,87.81999969482422,10270900
2025-03-06,83.63999938964844,86.52999877929688,83.30000305175781,84.33999633789062,9461900
2025-03-07,85.80999755859375,86.43000030517578,80.20999908447266,83.36000061035156,12894400
2025-03-10,80.0,80.58000183105469,76.0,77.55999755859375,15811700
2025-03-11,77.80999755859375,81.13999938964844,76.70999908447266,79.12999725341797,11291100
2025-03-12,82.44000244140625,83.0,79.33999633789062,80.25,11498000
2025-03-13,79.6500015258789,80.76000213623047,78.47000122070312,80.13999938964844,6973800
2025-03-14,82.0,84.25,81.80000305175781,83.51000213623047,8577300
